DRAIN,INFEXP,IDEPTH_m,ALB,RSSA,ths,ksat,CINTRL,FRINTLAI,GLMAX,CVPD,R5,T1,T2,PSICR,FXYLEM,MXKPL,MXRTLN,MAXROOTDEPTH,BETAROOT
0.2477,0.4665,0.5697800000000002,0.162525,635.3909,1.09116,0.20246500000000006,0.55015,0.09435500000000002,0.0086625,1.7558,381.205,10.507,34.8125,-1.15609,0.76275,5.198,1189.15,-1.87324,0.980495
0.5543,0.66834,0.27698,0.151635,72.3405,1.36628,-0.192085,0.20715,0.192755,0.0174575,1.297,271.795,10.385,33.3485,-1.09085,0.5722499999999999,19.830000000000002,3919.3500000000004,-1.99276,0.984295
0.2241,0.6190200000000001,0.49706000000000006,0.230715,1073.5055,1.1981199999999999,0.19648500000000008,0.7101700000000001,0.060935,0.0271525,1.8886,274.52500000000003,9.241,22.9415,-0.8381500000000001,0.49675,19.238,2986.55,-1.4040400000000002,0.968505
0.4031,0.6855000000000001,0.46298000000000006,0.290415,364.1771,1.3801199999999998,-0.10719499999999998,0.48673,0.09363500000000001,0.0201975,2.9494,192.625,10.533000000000001,28.5245,-1.44953,0.46345000000000003,16.798000000000002,5766.25,-1.42156,0.9807049999999999
0.3321,0.5890200000000001,0.7207400000000002,0.280065,266.3387,1.39852,0.321025,0.23990999999999996,0.16356500000000002,0.014977500000000001,1.6825999999999999,210.26500000000001,13.269,34.1945,-1.26557,0.5743499999999999,14.318000000000001,1362.9499999999998,-2.07148,0.957815
0.3063,0.7209000000000001,0.5581400000000001,0.23827500000000001,635.6307,1.30772,-0.144895,0.55701,0.104525,0.0058025,2.3074000000000003,363.07500000000005,6.939,33.0275,-1.10373,0.36035,11.206,4756.45,-1.5888400000000003,0.9518749999999999
0.6489,0.83094,0.40226000000000006,0.247485,911.6405000000001,1.18908,0.3413050000000001,0.36465,0.160715,0.0205725,1.1314,274.245,11.345,25.5605,-1.37477,0.32045,19.302,1296.95,-2.08564,0.9529749999999999
0.5021,0.56886,0.7797800000000001,0.274545,241.6393,1.27556,0.115755,0.19762999999999997,0.14511500000000002,0.0291425,1.9982,317.015,11.977,29.9285,-1.1381700000000001,0.66435,10.914000000000001,3018.4500000000003,-1.3526799999999999,0.966815
0.9765,0.6834600000000001,0.5239400000000001,0.190305,902.7678999999999,1.14548,-0.245645,0.27238999999999997,0.09141500000000001,0.0134075,2.7546,74.325,10.769,24.8945,-1.25577,0.59755,19.582,5310.85,-1.7131600000000002,0.9586049999999999
0.8713000000000001,0.71082,0.4387400000000001,0.25765499999999997,569.6857,1.081,-0.209375,0.25419,0.13476500000000002,0.0168625,1.9878,86.575,13.417,20.3795,-1.05725,0.7503500000000001,16.702,1366.25,-1.4769999999999999,0.969305
0.6373,0.34434,0.6129800000000001,0.223875,96.08070000000001,1.2109999999999999,0.21624500000000002,0.72697,0.10479500000000001,0.0098275,2.7454,58.155,5.163,26.5385,-1.45065,0.79705,21.906000000000002,3924.8500000000004,-1.9714,0.997065
0.2419,0.40446000000000004,0.3677,0.168435,577.1195,1.18724,0.383425,0.18839,0.10185500000000001,0.0068125,1.2486,153.915,10.945,21.4145,-0.85873,0.34985,22.558,4382.45,-1.7095600000000002,0.957175
0.5859,0.7140600000000001,0.45842000000000005,0.167175,1138.0117,1.0426,-0.202225,0.66271,0.055115000000000004,0.0151875,2.2358000000000002,396.605,11.921,22.5245,-1.15371,0.77095,16.637999999999998,5732.150000000001,-1.6822000000000001,0.954735
0.8547,0.7534200000000001,0.39878,0.174765,535.3942999999999,1.03556,-0.10849499999999998,0.23626999999999998,0.159455,0.0115775,2.3946,212.785,7.845,20.2115,-0.89541,0.76805,22.458,4681.65,-1.39804,0.984525
0.11810000000000001,0.57306,0.6445400000000001,0.236865,527.9605,1.29124,-0.005664999999999976,0.14456999999999998,0.158675,0.0170925,2.5486,136.065,5.541,30.393500000000003,-1.14279,0.75085,7.7059999999999995,3597.05,-1.8622,0.9834849999999999
0.6203000000000001,0.80094,0.6705800000000001,0.287325,316.2171,1.37468,-0.241485,0.31284999999999996,0.11250500000000001,0.019622499999999998,2.6757999999999997,279.56500000000005,14.917,26.6435,-0.88351,0.37515,22.286,3514.55,-1.19404,0.992545
0.1605,0.7537800000000001,0.43190000000000006,0.200025,896.2933,1.35588,0.097165,0.11041000000000001,0.17391500000000004,0.0160175,1.2094,367.135,8.703,20.1485,-1.05375,0.50605,12.998000000000001,1729.25,-1.8665200000000002,0.997795
0.7647,0.81186,0.5839400000000001,0.239865,258.9049,1.30412,-0.222115,0.5949500000000001,0.12993500000000002,0.027077499999999997,2.6406,293.21500000000003,5.797,33.1475,-1.1390099999999999,0.46004999999999996,19.694000000000003,3729.05,-1.5706000000000002,0.9518949999999999
0.2073,0.6061799999999999,0.5243,0.211725,629.8755,1.183,0.081565,0.20155,0.11130500000000002,0.0236575,1.5742,208.235,14.555,27.4925,-0.96961,0.6597500000000001,9.986,5934.55,-1.34356,0.9687549999999999
0.7525000000000001,0.6573,0.5969,0.190905,177.37290000000002,1.07924,0.213905,0.29002999999999995,0.11490500000000002,0.0064025,1.8290000000000002,73.905,10.995000000000001,22.011499999999998,-0.8339500000000001,0.68055,10.478,2706.05,-1.55044,0.980235
0.5409,0.7495800000000001,0.22790000000000002,0.297315,118.62190000000001,1.1845999999999999,-0.078985,0.21078999999999998,0.159005,0.0236625,2.5566,230.495,11.603,22.0535,-1.21573,0.37585,13.978,2940.35,-1.7686000000000002,0.978085
0.6071,0.3723,0.23438000000000003,0.186525,1127.4605,1.3769999999999998,0.26109499999999997,0.70933,0.196685,0.0135675,2.4737999999999998,167.14499999999998,9.699,29.8325,-1.03779,0.46665,23.518,1332.15,-1.5934,0.9633149999999999
0.9155,0.6833400000000001,0.55154,0.216735,490.79150000000004,1.2793999999999999,-0.216525,0.34057,0.10509500000000002,0.0160125,1.367,309.315,10.773,27.0335,-1.34033,0.58865,8.738,2366.1499999999996,-1.8401200000000002,0.974115
0.5905,0.8641800000000002,0.6678200000000001,0.235185,214.5419,1.16404,-0.111875,0.49765,0.12687500000000002,0.026152500000000002,1.4266,83.915,14.753,32.1725,-1.44575,0.75735,17.73,2236.35,-1.7832400000000002,0.9607249999999999
0.2125,0.75654,0.5952200000000001,0.298245,805.8887,1.23972,0.029045000000000043,0.09599,0.095195,0.028562499999999998,1.0306,309.45500000000004,5.057,29.874499999999998,-1.24205,0.53405,11.642,1104.45,-1.1674,0.9581449999999999
0.5531,0.42234,0.3287,0.215835,928.4265000000001,1.13948,0.209355,0.71479,0.14154500000000003,0.0182175,1.0102,357.82500000000005,9.083,31.0325,-0.99481,0.42825,5.562,2663.15,-2.01676,0.978355
0.9407,0.7282200000000001,0.5490200000000001,0.208995,299.9107,1.04908,0.297755,0.5505700000000001,0.11349500000000001,0.0231225,2.209,238.125,8.547,23.511499999999998,-0.96835,0.56795,19.414,4240.55,-1.40428,0.991805
0.39890000000000003,0.6334200000000001,0.7560200000000001,0.157545,1008.0400999999999,1.38436,-0.06767499999999999,0.13924999999999998,0.06768500000000001,0.0173675,1.2898,390.515,6.131,21.8825,-1.16981,0.7201500000000001,8.526,5205.25,-1.0709199999999999,0.951525
0.3323,0.51222,0.7968200000000001,0.21598499999999998,1156.7161,1.129,0.393435,0.31578999999999996,0.15942500000000004,0.0159225,2.8810000000000002,392.40500000000003,14.087,34.1075,-0.88589,0.6408499999999999,17.637999999999998,1740.25,-1.87108,0.9643349999999999
0.7375,0.4029,0.5747000000000001,0.170295,319.0947,1.1470799999999999,-0.09029499999999999,0.55967,0.14322500000000002,0.0067425,1.5550000000000002,247.225,7.741,25.674500000000002,-1.0824500000000001,0.40575,21.21,5483.55,-1.23292,0.9634849999999999
0.4233,0.3087,0.46826000000000007,0.217335,1142.5679,1.15404,-0.138135,0.5228499999999999,0.126065,0.0053075,1.3774,284.67499999999995,5.7490000000000006,33.0305,-1.43175,0.78175,6.478,2999.75,-1.00684,0.9750449999999999
0.7163,0.68994,0.42998000000000003,0.269385,922.4315000000001,1.16788,0.13200500000000004,0.47525,0.09453500000000001,0.0060325,1.0406,193.675,8.493,31.6085,-1.37883,0.79855,19.378,918.55,-1.83556,0.968885
0.0877,0.5073000000000001,0.5963,0.190965,996.2899000000001,1.10348,-0.146715,0.29339,0.18225500000000006,0.0243525,2.6658,253.175,5.679,23.0825,-1.30911,0.64105,9.93,5528.65,-1.12228,0.9547549999999999
0.5427,0.5503800000000001,0.5520200000000001,0.199395,196.55689999999998,1.23564,-0.232515,0.43815,0.088535,0.010222499999999999,1.3542,171.97500000000002,6.077,33.2345,-1.16141,0.42574999999999996,6.954000000000001,3600.35,-1.3174000000000001,0.974235
0.8801,0.77922,0.7566200000000001,0.27058499999999996,477.36269999999996,1.21564,0.004735000000000045,0.13896999999999998,0.16359500000000002,0.013492500000000001,2.6098,179.675,13.395,20.7185,-0.8387100000000001,0.39075,21.162,762.35,-1.51132,0.998345
0.1315,0.6856200000000001,0.6212600000000001,0.15409499999999998,26.7785,1.19228,0.26239500000000004,0.71003,0.08166500000000002,0.0288525,1.9178000000000002,132.91500000000002,5.065,24.3335,-1.45933,0.79955,21.546,852.55,-1.2019600000000001,0.959785
0.9565,0.36666,0.21326,0.251325,794.6181,1.2627599999999999,-0.172325,0.62029,0.12345500000000002,0.0206975,1.9742000000000002,130.885,11.315000000000001,24.174500000000002,-1.36721,0.7960499999999999,23.878,2494.8500000000004,-1.9049200000000002,0.997315
0.4017,0.7297800000000001,0.40646000000000004,0.153315,1119.3073000000002,1.37516,-0.04596499999999998,0.69645,0.129125,0.025472500000000002,2.3754,171.765,7.373,25.8995,-1.0376500000000002,0.33855,22.078,4830.15,-2.00308,0.961075
0.49970000000000003,0.5545800000000001,0.6156200000000001,0.159195,56.51370000000001,1.18068,0.2622650000000001,0.08997,0.186365,0.0262225,2.9222,348.305,7.541,27.6845,-1.45247,0.68235,10.154,3386.9500000000003,-1.36036,0.974415
0.41150000000000003,0.58638,0.40634000000000003,0.29866499999999996,105.91250000000001,1.20068,-0.214445,0.48785,0.08958500000000001,0.010562499999999999,1.7229999999999999,63.825,6.269,24.6125,-1.12053,0.65575,13.002,2965.65,-1.18324,0.989115
0.8583000000000001,0.57738,0.63734,0.184185,393.1929,1.01308,0.07519500000000001,0.53125,0.14727500000000002,0.0187575,2.1898,354.745,5.357,20.5625,-1.18437,0.67065,7.514,3733.45,-1.52044,0.996775
0.7691,0.83226,0.5351000000000001,0.233595,962.2383000000001,1.10588,0.288655,0.72977,0.073385,0.0233375,1.0214,326.255,8.513,26.6585,-1.30561,0.5884499999999999,21.034000000000002,3930.3500000000004,-2.1439600000000003,0.964465
0.5577,0.46902,0.7302200000000001,0.173595,384.08050000000003,1.39228,0.3190750000000001,0.32447,0.15444500000000003,0.0268725,1.6141999999999999,88.67500000000001,7.761,30.0785,-1.22483,0.31875,10.83,5179.95,-1.47724,0.991945
0.2997,0.41382,0.7403000000000002,0.178995,252.4303,1.3832399999999998,0.2523850000000001,0.12959,0.079325,0.0238125,1.631,340.255,11.633,33.9245,-1.24065,0.39725,19.906000000000002,3174.65,-1.16092,0.998375
0.3921,0.5425800000000001,0.5611400000000001,0.152355,1056.7195000000002,1.34804,0.240815,0.10859,0.134525,0.0272925,2.3366,186.115,5.353,23.6765,-1.11913,0.57355,23.666,5047.950000000001,-1.1035599999999999,0.955055
0.7459,0.39990000000000003,0.6426200000000001,0.292095,274.4919,1.36548,-0.03725500000000001,0.53265,0.173105,0.0090925,1.0962,156.85500000000002,8.927,27.9545,-1.0040499999999999,0.74515,15.234000000000002,1524.6499999999999,-1.4155600000000002,0.977955
0.8059000000000001,0.62286,0.31142000000000003,0.201825,464.17370000000005,1.3867599999999998,-0.18909499999999999,0.6641100000000001,0.08862500000000001,0.029482500000000002,1.6474,304.555,8.347,22.575499999999998,-1.08889,0.47965,10.602,2823.75,-2.02828,0.983425
0.3625,0.41118,0.7218200000000001,0.276315,393.6725,1.21356,0.09963500000000003,0.50367,0.09378500000000001,0.0100725,1.7306,388.975,11.091,28.131500000000003,-1.0373700000000001,0.69015,20.398,1270.5500000000002,-2.07796,0.9542349999999999
0.1905,0.40986,0.5703800000000001,0.24049500000000001,599.9005,1.2926,0.19804500000000003,0.19987,0.06720500000000001,0.0060675,2.2161999999999997,359.925,8.985,25.6025,-1.16449,0.57665,8.114,2465.15,-1.9937200000000002,0.991125
0.5955,0.39942,0.6959000000000001,0.204555,1085.9751,1.2606,0.14799500000000004,0.74475,0.063545,0.0157425,2.789,305.675,12.215,22.7825,-1.17905,0.53175,13.190000000000001,1128.65,-1.5017200000000002,0.9700449999999999
0.9959,0.53466,0.4091000000000001,0.189765,718.3617,1.09604,0.36665500000000006,0.74587,0.195695,0.011757499999999999,1.4802,382.46500000000003,8.763,33.6275,-1.17121,0.31575,7.789999999999999,4185.55,-1.55668,0.9550649999999999
0.2723,0.5559000000000001,0.43202000000000007,0.294495,652.6564999999999,1.31188,0.05998500000000001,0.4898099999999999,0.180425,0.0052575,2.7030000000000003,117.16499999999999,9.335,31.005499999999998,-0.84165,0.59905,16.138,4973.150000000001,-1.02436,0.981595
0.0753,0.4077,0.29054,0.26287499999999997,852.1700999999999,1.359,0.392525,0.46992999999999996,0.14631500000000003,0.0202325,1.5442,111.495,6.095000000000001,29.5445,-1.09799,0.56865,11.722000000000001,2537.75,-1.5754000000000001,0.9895349999999999
0.2799,0.30929999999999996,0.5390600000000001,0.224445,1162.4713,1.01332,-0.007484999999999992,0.39279,0.16440500000000002,0.0220525,2.3209999999999997,375.39500000000004,10.633,32.3555,-1.1553900000000001,0.54835,9.422,2131.8500000000004,-1.1388399999999999,0.972395
0.1781,0.8901000000000001,0.5959400000000001,0.291015,772.3167,1.27116,0.029175000000000006,0.28513,0.10638500000000001,0.0299375,2.7830000000000004,262.695,5.633,32.2595,-1.27299,0.61505,23.25,689.75,-1.06516,0.9577249999999999
0.6681,0.31542,0.7098200000000001,0.169215,357.4627,1.20996,-0.14931499999999998,0.68721,0.068165,0.023137500000000002,1.7614,77.265,14.475,21.0815,-1.36581,0.55045,6.7059999999999995,2383.75,-1.9174000000000002,0.950205
0.4431,0.5028600000000001,0.44618,0.282285,365.3761,1.38124,-0.184025,0.5057699999999999,0.12174500000000002,0.0238475,1.651,157.27499999999998,14.867,32.5775,-1.09533,0.45565,16.394,5231.650000000001,-1.44052,0.973595
0.3703,0.45834,0.7344200000000001,0.152205,129.4129,1.22356,0.29996500000000004,0.19595,0.060185,0.0065675,1.143,86.015,12.237,29.4635,-1.42363,0.67205,14.174,1640.15,-1.41388,0.990475
0.8131,0.6369,0.7350200000000002,0.161985,205.4295,1.13868,-0.01879499999999998,0.06813,0.077615,0.0234725,1.9626000000000001,189.545,11.754999999999999,24.4715,-1.36455,0.31195,6.29,1678.6499999999999,-1.1155599999999999,0.994175
0.3441,0.8017800000000002,0.7664600000000001,0.221775,317.8957,1.101,0.10691500000000004,0.44094999999999995,0.12354500000000002,0.0205775,1.4602,60.815,13.207,23.0345,-1.32059,0.73125,7.2219999999999995,2569.65,-1.5226000000000002,0.966765
0.7283000000000001,0.7989,0.4217000000000001,0.263295,158.6685,1.2306,0.005904999999999994,0.09893,0.105065,0.0278225,1.7006000000000001,147.335,5.145,28.866500000000002,-1.16771,0.69205,20.342,2281.45,-1.90948,0.9783149999999999
0.5897,0.33702,0.35966000000000004,0.17302499999999998,243.79749999999999,1.26636,0.312705,0.58627,0.18456500000000003,0.0241875,1.095,211.875,10.239,32.2445,-1.15679,0.48885,19.886000000000003,1034.0500000000002,-1.66036,0.965745
0.8403,0.47058,0.25994,0.205095,740.9028999999999,1.24908,-0.241095,0.23179,0.050315000000000006,0.0293875,1.1334,50.525,7.883,22.0805,-0.9969100000000001,0.52145,7.074,1769.95,-2.13796,0.990235
0.7295,0.50814,0.4633400000000001,0.214305,761.7655000000001,1.03764,-0.211585,0.49176999999999993,0.168275,0.012747499999999998,1.2434,79.015,13.619,30.2345,-0.99887,0.71905,15.145999999999999,1546.65,-1.3884400000000001,0.970835
0.4561,0.68598,0.70034,0.275655,1180.9359000000002,1.17068,0.15592500000000004,0.46712999999999993,0.085205,0.0273125,2.3198,398.07500000000005,10.829,29.1995,-1.21447,0.60145,9.214,2577.35,-1.6327600000000002,0.9809749999999999
0.6059,0.49218000000000006,0.6627800000000001,0.241815,538.2719,1.031,0.12732500000000002,0.44948999999999995,0.16197500000000004,0.0174875,2.3494,176.175,9.347000000000001,30.813499999999998,-1.03387,0.47455,14.874,2327.6499999999996,-1.4374,0.966325
0.8157,0.35202,0.6249800000000001,0.276885,742.3417000000001,1.361,-0.088085,0.07807,0.139565,0.0153375,2.6662,111.425,5.147,31.0415,-1.02603,0.39935,24.950000000000003,3947.9500000000003,-2.023,0.968745
0.04050000000000001,0.67134,0.7969400000000002,0.224505,707.5707000000001,1.18764,0.300485,0.39419,0.062555,0.0097325,1.223,198.85500000000002,10.991,23.1095,-0.86825,0.51625,9.798,2655.4500000000003,-1.75588,0.965895
0.2917,0.43110000000000004,0.57554,0.236175,612.8497,1.1708399999999999,0.273965,0.22954999999999998,0.16290500000000002,0.0123825,2.7174,243.585,13.065,25.1585,-1.31373,0.44855,12.774000000000001,5271.25,-1.4854,0.954905
0.0893,0.5451,0.7769000000000001,0.268935,425.8057,1.3074,0.25602500000000006,0.38284999999999997,0.19158500000000006,0.0134575,2.7354000000000003,102.815,8.861,34.7375,-1.37449,0.49345,11.862,5080.95,-2.1622000000000003,0.973275
0.8153,0.6054600000000001,0.6714200000000001,0.29095499999999996,506.3785,1.36604,-0.145675,0.42863,0.16365500000000002,0.009017500000000001,2.6962,118.425,5.901,20.8805,-0.81659,0.43184999999999996,13.674000000000001,4037.05,-1.02172,0.952155
0.7537,0.42066000000000003,0.5330600000000001,0.216135,702.5349000000001,1.2338799999999999,-0.006054999999999977,0.68021,0.19923500000000005,0.029572499999999998,2.2721999999999998,83.495,6.035,25.2905,-1.15805,0.60415,14.442,5718.950000000001,-1.4222800000000002,0.983235
0.7383000000000001,0.7281000000000001,0.6384200000000001,0.260145,120.3005,1.29572,-0.249545,0.54231,0.16995500000000002,0.0217175,2.215,251.00500000000002,13.867,25.2815,-0.93657,0.64865,20.270000000000003,2164.8500000000004,-1.15852,0.978135
0.1513,0.6945,0.40238000000000007,0.219855,466.3319,1.24732,0.336365,0.40510999999999997,0.077225,0.018502499999999998,2.399,263.53499999999997,13.781,20.4335,-1.46521,0.72525,14.906,1875.55,-2.0674,0.986595
0.05210000000000001,0.8735400000000002,0.48506000000000005,0.164595,357.94230000000005,1.23124,0.3799150000000001,0.43954999999999994,0.077375,0.0241525,2.7394,213.275,11.113,22.3985,-1.44659,0.34715,19.018,5649.650000000001,-2.02948,0.996525
0.7669,0.8749800000000001,0.48794000000000004,0.21121499999999999,749.0561,1.04004,-0.17921499999999999,0.07037,0.128525,0.0102275,2.9342,197.665,5.613,32.2175,-1.1133899999999999,0.5318499999999999,7.981999999999999,5408.75,-1.0053999999999998,0.9762649999999999
0.35710000000000003,0.8947800000000001,0.5479400000000001,0.179505,1066.5513,1.35804,-0.143595,0.33469,0.086525,0.013247499999999999,1.5806,301.68500000000006,10.987,34.9565,-0.9067500000000001,0.58245,18.702,3458.4500000000003,-1.82404,0.966665
0.1625,0.50922,0.5139800000000001,0.17668499999999998,255.7875,1.13788,0.053615000000000024,0.6946300000000001,0.086315,0.0266325,1.4826,142.01500000000001,11.673,31.2875,-1.20691,0.5085500000000001,7.458,2233.05,-1.3534000000000002,0.961255
0.0205,0.64026,0.4921400000000001,0.218775,387.9173,1.32452,0.035934999999999995,0.65193,0.18099500000000002,0.0210925,1.1934,206.205,9.831,28.7375,-1.31443,0.56135,24.806,1017.5500000000001,-1.8521200000000002,0.964235
0.3661,0.6214200000000001,0.20978000000000002,0.17074499999999998,939.2175,1.3921199999999998,0.30386500000000005,0.58179,0.10125500000000001,0.0197325,2.4726,235.465,5.465,33.8765,-1.27117,0.61305,16.518,5109.55,-1.4237199999999999,0.967695
0.8781,0.43698000000000004,0.40442,0.16189499999999998,783.5873,1.2407599999999999,0.2724050000000001,0.54511,0.15696500000000002,0.0120125,2.167,233.99500000000003,14.823,20.7245,-0.8805700000000001,0.7879499999999999,19.406,3136.15,-1.26868,0.997375
